trip_id,tpep_pickup_datetime,tpep_dropoff_datetime,PULocationID,DOLocationID,trip_distance,fare_amount,passenger_count,payment_type,flag_bad_time_order,flag_zero_distance,flag_negative_fare,flag_bad_passenger_count,is_flagged,flag_unknown_pu_zone,flag_unknown_do_zone,trip_duration_min,pickup_hour,pickup_date,speed_mph,fare_per_mile,pickup_borough,pickup_zone,dropoff_borough,dropoff_zone,date,precipitation_mm,temp_avg_c,is_rainy_day
730,2024-03-02 19:06:00,2024-03-02 19:30:57,19,15,0.76,5.1,1.0,2,False,False,False,False,False,False,False,24.95,19,2024-03-02,1.8276553106212425,6.7105263157894735,Staten Island,St. George,Queens,Forest Hills,2024-03-02,0.7,3.3,False
731,2024-03-11 15:21:00,2024-03-11 15:36:14,7,2,2.5,10.39,1.0,1,False,False,False,False,False,False,False,15.233333333333333,15,2024-03-11,9.846827133479213,4.156000000000001,Brooklyn,Park Slope,Manhattan,Harlem,2024-03-11,1.8,11.3,True
732,2024-03-12 13:59:00,2024-03-12 14:01:03,15,15,2.14,7.93,1.0,1,False,False,False,False,False,False,False,2.05,13,2024-03-12,62.63414634146342,3.705607476635514,Queens,Forest Hills,Queens,Forest Hills,2024-03-12,0.7,10.8,False
733,2024-03-13 00:10:00,2024-03-13 00:27:21,1,7,2.98,10.58,1.0,1,False,False,False,False,False,False,False,17.35,0,2024-03-13,10.305475504322766,3.5503355704697985,Manhattan,Midtown,Brooklyn,Park Slope,2024-03-13,0.7,7.3,False
734,2024-03-27 12:56:00,2024-03-27 13:28:19,2,14,1.11,5.63,2.0,2,False,False,False,False,False,False,False,32.31666666666667,12,2024-03-27,2.060856111397628,5.072072072072071,Manhattan,Harlem,Queens,Jamaica,2024-03-27,2.1,4.2,True
735,2024-03-27 19:18:00,2024-03-27 19:29:10,1,4,4.99,16.38,1.0,2,False,False,False,False,False,False,False,11.166666666666666,19,2024-03-27,26.811940298507466,3.2825651302605205,Manhattan,Midtown,Manhattan,SoHo,2024-03-27,2.1,4.2,True
736,2024-03-10 18:40:00,2024-03-10 19:02:11,16,13,3.08,10.55,4.0,2,False,False,False,False,False,False,False,22.183333333333334,18,2024-03-10,8.330578512396695,3.4253246753246755,Bronx,Fordham,Queens,Long Island City,2024-03-10,0.0,3.9,False
737,2024-03-14 02:50:00,2024-03-14 03:13:37,4,2,1.84,7.71,1.0,1,False,False,False,False,False,False,False,23.616666666666667,2,2024-03-14,4.674664784756528,4.190217391304348,Manhattan,SoHo,Manhattan,Harlem,2024-03-14,1.5,5.8,True
738,2024-03-01 09:19:00,2024-03-01 09:23:50,13,1,1.32,7.22,1.0,1,False,False,False,False,False,False,False,4.833333333333333,9,2024-03-01,16.386206896551727,5.469696969696969,Queens,Long Island City,Manhattan,Midtown,2024-03-01,0.0,4.2,False
739,2024-03-25 00:40:00,2024-03-25 01:29:24,1,1,3.5,-5.0,1.0,1,False,False,True,False,True,False,False,49.4,0,2024-03-25,4.251012145748987,-1.4285714285714286,Manhattan,Midtown,Manhattan,Midtown,2024-03-25,0.0,7.3,False
740,2024-03-28 12:57:00,2024-03-28 13:15:39,14,4,4.55,16.66,1.0,1,False,False,False,False,False,False,False,18.65,12,2024-03-28,14.638069705093836,3.661538461538462,Queens,Jamaica,Manhattan,SoHo,2024-03-28,1.2,7.8,True
741,2024-03-07 18:56:00,2024-03-07 19:05:44,16,11,4.85,18.35,1.0,1,False,False,False,False,False,False,False,9.733333333333333,18,2024-03-07,29.897260273972602,3.783505154639176,Bronx,Fordham,Queens,Astoria,2024-03-07,0.0,3.3,False
742,2024-03-07 05:43:00,2024-03-07 05:51:01,15,19,9.18,28.07,1.0,1,False,False,False,False,False,False,False,8.016666666666667,5,2024-03-07,68.7068607068607,3.0577342047930283,Queens,Forest Hills,Staten Island,St. George,2024-03-07,0.0,3.3,False
743,2024-03-02 11:08:00,2024-03-02 11:15:36,14,10,4.11,15.59,3.0,2,False,False,False,False,False,False,False,7.6,11,2024-03-02,32.44736842105264,3.793187347931873,Queens,Jamaica,Brooklyn,Bed-Stuy,2024-03-02,0.7,3.3,False
744,2024-03-17 21:23:00,2024-03-17 21:50:11,17,13,0.81,5.09,1.0,1,False,False,False,False,False,False,False,27.183333333333334,21,2024-03-17,1.787860208461067,6.28395061728395,Bronx,Riverdale,Queens,Long Island City,2024-03-17,1.8,12.0,True
745,2024-03-30 18:16:00,2024-03-30 18:56:42,16,16,5.45,18.51,1.0,3,False,False,False,False,False,False,False,40.7,18,2024-03-30,8.034398034398034,3.396330275229358,Bronx,Fordham,Bronx,Fordham,2024-03-30,1.9,18.9,True
746,2024-03-15 03:04:00,2024-03-15 03:23:50,6,9,4.38,16.35,1.0,1,False,False,False,False,False,False,False,19.833333333333332,3,2024-03-15,13.250420168067228,3.7328767123287676,Brooklyn,Williamsburg,Brooklyn,DUMBO,2024-03-15,2.5,10.9,True
747,2024-03-18 21:48:00,2024-03-18 22:06:59,17,7,1.54,7.05,1.0,1,False,False,False,False,False,False,False,18.983333333333334,21,2024-03-18,4.867427568042142,4.577922077922078,Bronx,Riverdale,Brooklyn,Park Slope,2024-03-18,1.5,8.4,True
748,2024-03-14 23:25:00,2024-03-15 00:06:21,2,18,0.47,4.11,4.0,1,False,False,False,False,False,False,False,41.35,23,2024-03-14,0.6819830713422006,8.744680851063832,Manhattan,Harlem,Bronx,Mott Haven,2024-03-14,1.5,5.8,True
749,2024-03-10 14:54:00,2024-03-10 15:03:04,11,16,0.49,4.47,1.0,1,False,False,False,False,False,False,False,9.066666666666666,14,2024-03-10,3.2426470588235294,9.122448979591836,Queens,Astoria,Bronx,Fordham,2024-03-10,0.0,3.9,False
750,2024-03-29 01:29:00,2024-03-29 01:34:29,5,11,4.75,16.16,1.0,1,False,False,False,False,False,False,False,5.483333333333333,1,2024-03-29,51.97568389057751,3.4021052631578947,Manhattan,Upper East Side,Queens,Astoria,2024-03-29,1.1,4.2,True
751,2024-03-30 06:27:00,2024-03-30 06:28:27,1,19,2.56,9.73,1.0,1,False,False,False,False,False,False,False,1.45,6,2024-03-30,105.93103448275862,3.80078125,Manhattan,Midtown,Staten Island,St. George,2024-03-30,1.9,18.9,True
752,2024-03-30 09:21:00,2024-03-30 09:31:40,4,20,4.54,15.78,1.0,1,False,False,False,False,False,False,False,10.666666666666666,9,2024-03-30,25.537500000000005,3.475770925110132,Manhattan,SoHo,Staten Island,Tottenville,2024-03-30,1.9,18.9,True
753,2024-03-07 13:55:00,2024-03-07 14:40:13,12,1,3.1,12.0,1.0,2,False,False,False,False,False,False,False,45.21666666666667,13,2024-03-07,4.113527460375968,3.8709677419354835,Queens,Flushing,Manhattan,Midtown,2024-03-07,0.0,3.3,False
754,2024-03-05 14:10:00,2024-03-05 14:17:51,1,16,1.17,5.67,1.0,2,False,False,False,False,False,False,False,7.85,14,2024-03-05,8.942675159235668,4.846153846153847,Manhattan,Midtown,Bronx,Fordham,2024-03-05,2.7,10.6,True
755,2024-03-18 15:48:00,2024-03-18 15:56:39,6,11,3.86,14.95,1.0,2,False,False,False,False,False,False,False,8.65,15,2024-03-18,26.77456647398844,3.873056994818653,Brooklyn,Williamsburg,Queens,Astoria,2024-03-18,1.5,8.4,True
756,2024-03-10 22:38:00,2024-03-10 22:52:07,12,16,3.09,11.7,1.0,1,False,False,False,False,False,False,False,14.116666666666667,22,2024-03-10,13.13341204250295,3.7864077669902914,Queens,Flushing,Bronx,Fordham,2024-03-10,0.0,3.9,False
757,2024-03-21 14:29:00,2024-03-21 14:49:52,16,16,5.33,19.1,1.0,1,False,False,False,False,False,False,False,20.866666666666667,14,2024-03-21,15.3258785942492,3.583489681050657,Bronx,Fordham,Bronx,Fordham,2024-03-21,0.0,8.6,False
758,2024-03-17 03:24:00,2024-03-17 03:36:35,13,13,2.71,10.92,1.0,1,False,False,False,False,False,False,False,12.583333333333334,3,2024-03-17,12.921854304635762,4.029520295202952,Queens,Long Island City,Queens,Long Island City,2024-03-17,1.8,12.0,True
759,2024-03-28 04:39:00,2024-03-28 04:55:12,18,7,3.76,12.76,1.0,1,False,False,False,False,False,False,False,16.2,4,2024-03-28,13.925925925925927,3.393617021276596,Bronx,Mott Haven,Brooklyn,Park Slope,2024-03-28,1.2,7.8,True
760,2024-03-16 14:51:00,2024-03-16 15:04:42,1,4,3.96,12.81,2.0,1,False,False,False,False,False,False,False,13.7,14,2024-03-16,17.343065693430656,3.234848484848485,Manhattan,Midtown,Manhattan,SoHo,2024-03-16,0.5,14.7,False
761,2024-03-16 23:59:00,2024-03-17 00:23:14,18,20,0.0,9.73,1.0,1,False,True,False,False,True,False,False,24.233333333333334,23,2024-03-16,0.0,,Bronx,Mott Haven,Staten Island,Tottenville,2024-03-16,0.5,14.7,False
762,2024-03-27 04:16:00,2024-03-27 04:32:13,1,18,0.17,3.44,1.0,1,False,False,False,False,False,False,False,16.216666666666665,4,2024-03-27,0.628982528263104,20.235294117647058,Manhattan,Midtown,Bronx,Mott Haven,2024-03-27,2.1,4.2,True
763,2024-03-01 14:57:00,2024-03-01 15:08:17,7,20,2.27,9.13,2.0,2,False,False,False,False,False,False,False,11.283333333333333,14,2024-03-01,12.070901033973412,4.022026431718062,Brooklyn,Park Slope,Staten Island,Tottenville,2024-03-01,0.0,4.2,False
764,2024-03-08 19:16:00,2024-03-08 19:20:43,6,17,1.88,8.99,1.0,2,False,False,False,False,False,False,False,4.716666666666667,19,2024-03-08,23.91519434628975,4.781914893617022,Brooklyn,Williamsburg,Bronx,Riverdale,2024-03-08,2.8,5.6,True
765,2024-03-22 16:05:00,2024-03-22 16:21:42,17,5,4.12,14.14,2.0,1,False,False,False,False,False,False,False,16.7,16,2024-03-22,14.802395209580839,3.4320388349514563,Bronx,Riverdale,Manhattan,Upper East Side,2024-03-22,0.0,8.6,False
766,2024-03-10 05:20:00,2024-03-10 05:23:14,7,1,3.21,10.15,1.0,1,False,False,False,False,False,False,False,3.2333333333333334,5,2024-03-10,59.56701030927835,3.161993769470405,Brooklyn,Park Slope,Manhattan,Midtown,2024-03-10,0.0,3.9,False
767,2024-03-29 17:00:00,2024-03-29 17:13:46,4,11,1.96,8.77,1.0,2,False,False,False,False,False,False,False,13.766666666666667,17,2024-03-29,8.542372881355933,4.474489795918367,Manhattan,SoHo,Queens,Astoria,2024-03-29,1.1,4.2,True
768,2024-03-20 12:03:00,2024-03-20 12:10:46,13,8,6.68,22.4,1.0,1,False,False,False,False,False,False,False,7.766666666666667,12,2024-03-20,51.60515021459227,3.3532934131736525,Queens,Long Island City,Brooklyn,Bushwick,2024-03-20,1.4,11.9,True
769,2024-03-10 14:24:00,2024-03-10 14:48:04,8,3,2.5,10.99,2.0,1,False,False,False,False,False,False,False,24.066666666666666,14,2024-03-10,6.232686980609419,4.396,Brooklyn,Bushwick,Manhattan,Chelsea,2024-03-10,0.0,3.9,False
770,2024-03-08 11:05:00,2024-03-08 11:33:45,7,16,0.85,5.65,1.0,2,False,False,False,False,False,False,False,28.75,11,2024-03-08,1.7739130434782608,6.647058823529412,Brooklyn,Park Slope,Bronx,Fordham,2024-03-08,2.8,5.6,True
771,2024-03-21 06:06:00,2024-03-21 06:11:25,16,20,1.56,7.85,1.0,1,False,False,False,False,False,False,False,5.416666666666667,6,2024-03-21,17.28,5.032051282051282,Bronx,Fordham,Staten Island,Tottenville,2024-03-21,0.0,8.6,False
772,2024-03-12 20:00:00,2024-03-12 20:22:41,12,9,1.08,5.75,1.0,1,False,False,False,False,False,False,False,22.683333333333334,20,2024-03-12,2.856722997795739,5.3240740740740735,Queens,Flushing,Brooklyn,DUMBO,2024-03-12,0.7,10.8,False
773,2024-03-27 06:09:00,2024-03-27 06:26:18,3,7,1.14,6.53,2.0,1,False,False,False,False,False,False,False,17.3,6,2024-03-27,3.9537572254335256,5.728070175438598,Manhattan,Chelsea,Brooklyn,Park Slope,2024-03-27,2.1,4.2,True
774,2024-03-25 08:12:00,2024-03-25 08:28:57,5,17,1.02,5.3,1.0,1,False,False,False,False,False,False,False,16.95,8,2024-03-25,3.610619469026549,5.196078431372548,Manhattan,Upper East Side,Bronx,Riverdale,2024-03-25,0.0,7.3,False
775,2024-03-14 22:27:00,2024-03-14 23:18:46,8,1,2.32,10.17,1.0,2,False,False,False,False,False,False,False,51.766666666666666,22,2024-03-14,2.688989053444945,4.383620689655173,Brooklyn,Bushwick,Manhattan,Midtown,2024-03-14,1.5,5.8,True
776,2024-03-05 10:43:00,2024-03-05 11:02:07,5,17,1.65,7.82,2.0,1,False,False,False,False,False,False,False,19.116666666666667,10,2024-03-05,5.178727114210985,4.73939393939394,Manhattan,Upper East Side,Bronx,Riverdale,2024-03-05,2.7,10.6,True
777,2024-03-09 00:05:00,2024-03-09 00:32:24,13,15,0.74,4.89,2.0,2,False,False,False,False,False,False,False,27.4,0,2024-03-09,1.6204379562043796,6.608108108108108,Queens,Long Island City,Queens,Forest Hills,2024-03-09,4.2,4.7,True
778,2024-03-01 03:29:00,2024-03-01 04:40:23,3,3,4.1,12.33,1.0,1,False,False,False,False,False,False,False,71.38333333333334,3,2024-03-01,3.446182582302124,3.007317073170732,Manhattan,Chelsea,Manhattan,Chelsea,2024-03-01,0.0,4.2,False
779,2024-03-13 21:54:00,2024-03-13 22:37:17,8,1,3.53,11.37,1.0,1,False,False,False,False,False,False,False,43.28333333333333,21,2024-03-13,4.893338467462456,3.2209631728045327,Brooklyn,Bushwick,Manhattan,Midtown,2024-03-13,0.7,7.3,False
780,2024-03-27 19:39:00,2024-03-27 19:50:22,16,4,3.93,14.31,1.0,1,False,False,False,False,False,False,False,11.366666666666667,19,2024-03-27,20.744868035190617,3.6412213740458017,Bronx,Fordham,Manhattan,SoHo,2024-03-27,2.1,4.2,True
781,2024-03-24 12:28:00,2024-03-24 12:32:12,19,9,6.49,20.88,2.0,1,False,False,False,False,False,False,False,4.2,12,2024-03-24,92.71428571428571,3.217257318952234,Staten Island,St. George,Brooklyn,DUMBO,2024-03-24,1.1,11.3,True
782,2024-03-22 02:53:00,2024-03-22 02:55:39,2,13,1.79,7.19,1.0,1,False,False,False,False,False,False,False,2.65,2,2024-03-22,40.528301886792455,4.016759776536313,Manhattan,Harlem,Queens,Long Island City,2024-03-22,0.0,8.6,False
783,2024-03-10 07:55:00,2024-03-10 08:15:07,11,8,3.21,11.42,3.0,1,False,False,False,False,False,False,False,20.116666666666667,7,2024-03-10,9.574150787075393,3.5576323987538943,Queens,Astoria,Brooklyn,Bushwick,2024-03-10,0.0,3.9,False
784,2024-03-01 19:20:00,2024-03-01 19:44:47,5,19,3.17,10.21,1.0,1,False,False,False,False,False,False,False,24.783333333333335,19,2024-03-01,7.674512441156691,3.2208201892744484,Manhattan,Upper East Side,Staten Island,St. George,2024-03-01,0.0,4.2,False
785,2024-03-13 17:44:00,2024-03-13 17:53:05,4,9,2.52,8.87,1.0,2,False,False,False,False,False,False,False,9.083333333333334,17,2024-03-13,16.645871559633026,3.5198412698412693,Manhattan,SoHo,Brooklyn,DUMBO,2024-03-13,0.7,7.3,False
786,2024-03-12 05:25:00,2024-03-12 05:51:43,15,16,1.28,6.97,1.0,1,False,False,False,False,False,False,False,26.716666666666665,5,2024-03-12,2.874610106051154,5.4453125,Queens,Forest Hills,Bronx,Fordham,2024-03-12,0.7,10.8,False
787,2024-03-21 11:22:00,2024-03-21 11:50:58,15,1,6.25,19.11,1.0,1,False,False,False,False,False,False,False,28.966666666666665,11,2024-03-21,12.945914844649023,3.0576,Queens,Forest Hills,Manhattan,Midtown,2024-03-21,0.0,8.6,False
788,2024-03-20 13:24:00,2024-03-20 13:55:33,12,15,1.65,7.39,1.0,2,False,False,False,False,False,False,False,31.55,13,2024-03-20,3.137876386687797,4.4787878787878785,Queens,Flushing,Queens,Forest Hills,2024-03-20,1.4,11.9,True
789,2024-03-13 13:33:00,2024-03-13 14:04:13,1,4,2.08,8.4,1.0,1,False,False,False,False,False,False,False,31.216666666666665,13,2024-03-13,3.9978643886812604,4.038461538461538,Manhattan,Midtown,Manhattan,SoHo,2024-03-13,0.7,7.3,False
790,2024-03-20 19:06:00,2024-03-20 19:13:41,12,5,1.24,6.96,1.0,1,False,False,False,False,False,False,False,7.683333333333334,19,2024-03-20,9.683297180043384,5.612903225806452,Queens,Flushing,Manhattan,Upper East Side,2024-03-20,1.4,11.9,True
791,2024-03-25 01:31:00,2024-03-25 01:46:29,18,1,0.5,4.31,1.0,1,False,False,False,False,False,False,False,15.483333333333333,1,2024-03-25,1.9375672766415502,8.62,Bronx,Mott Haven,Manhattan,Midtown,2024-03-25,0.0,7.3,False
792,2024-03-20 22:22:00,2024-03-20 22:38:17,3,12,0.33,3.87,2.0,2,False,False,False,False,False,False,False,16.283333333333335,22,2024-03-20,1.2159672466734903,11.727272727272727,Manhattan,Chelsea,Queens,Flushing,2024-03-20,1.4,11.9,True
793,2024-03-26 19:40:00,2024-03-26 20:07:53,15,1,0.63,4.9,1.0,1,False,False,False,False,False,False,False,27.883333333333333,19,2024-03-26,1.3556485355648535,7.777777777777779,Queens,Forest Hills,Manhattan,Midtown,2024-03-26,1.0,4.1,False
794,2024-03-08 07:59:00,2024-03-08 08:01:43,15,13,3.09,10.01,1.0,1,False,False,False,False,False,False,False,2.716666666666667,7,2024-03-08,68.24539877300613,3.2394822006472492,Queens,Forest Hills,Queens,Long Island City,2024-03-08,2.8,5.6,True
795,2024-03-28 05:38:00,2024-03-28 06:08:51,5,2,3.39,13.28,1.0,1,False,False,False,False,False,False,False,30.85,5,2024-03-28,6.593192868719611,3.91740412979351,Manhattan,Upper East Side,Manhattan,Harlem,2024-03-28,1.2,7.8,True
796,2024-03-31 10:52:00,2024-03-31 10:59:12,6,12,2.22,7.93,1.0,1,False,False,False,False,False,False,False,7.2,10,2024-03-31,18.5,3.572072072072072,Brooklyn,Williamsburg,Queens,Flushing,2024-03-31,0.3,10.0,False
797,2024-03-11 01:21:00,2024-03-11 01:50:06,17,2,4.65,16.72,1.0,2,False,False,False,False,False,False,False,29.1,1,2024-03-11,9.587628865979381,3.5956989247311824,Bronx,Riverdale,Manhattan,Harlem,2024-03-11,1.8,11.3,True
798,2024-03-17 12:12:00,2024-03-17 12:15:01,17,3,7.44,19.77,1.0,1,False,False,False,False,False,False,False,3.0166666666666666,12,2024-03-17,147.9779005524862,2.657258064516129,Bronx,Riverdale,Manhattan,Chelsea,2024-03-17,1.8,12.0,True
799,2024-03-03 11:33:00,2024-03-03 11:37:51,3,20,4.0,14.08,2.0,2,False,False,False,False,False,False,False,4.85,11,2024-03-03,49.48453608247423,3.52,Manhattan,Chelsea,Staten Island,Tottenville,2024-03-03,1.4,7.4,True
800,2024-03-31 05:54:00,2024-03-31 06:07:21,19,19,2.49,10.68,1.0,1,False,False,False,False,False,False,False,13.35,5,2024-03-31,11.191011235955058,4.289156626506023,Staten Island,St. George,Staten Island,St. George,2024-03-31,0.3,10.0,False
801,2024-03-06 22:04:00,2024-03-06 22:53:09,16,11,2.49,10.5,1.0,1,False,False,False,False,False,False,False,49.15,22,2024-03-06,3.0396744659206516,4.216867469879518,Bronx,Fordham,Queens,Astoria,2024-03-06,0.0,9.2,False
802,2024-03-13 21:30:00,2024-03-13 21:42:41,1,7,4.66,13.78,1.0,2,False,False,False,False,False,False,False,12.683333333333334,21,2024-03-13,22.044678055190538,2.9570815450643773,Manhattan,Midtown,Brooklyn,Park Slope,2024-03-13,0.7,7.3,False
803,2024-03-02 07:49:00,2024-03-02 07:54:23,15,6,1.6,7.76,1.0,1,False,False,False,False,False,False,False,5.383333333333334,7,2024-03-02,17.8328173374613,4.85,Queens,Forest Hills,Brooklyn,Williamsburg,2024-03-02,0.7,3.3,False
804,2024-03-22 16:50:00,2024-03-22 17:11:33,9,9,0.0,4.04,1.0,1,False,True,False,False,True,False,False,21.55,16,2024-03-22,0.0,,Brooklyn,DUMBO,Brooklyn,DUMBO,2024-03-22,0.0,8.6,False
805,2024-03-01 08:16:00,2024-03-01 08:47:37,15,6,4.18,12.92,1.0,2,False,False,False,False,False,False,False,31.616666666666667,8,2024-03-01,7.9325250395361095,3.0909090909090913,Queens,Forest Hills,Brooklyn,Williamsburg,2024-03-01,0.0,4.2,False
806,2024-03-26 18:38:00,2024-03-26 19:09:58,12,5,4.67,14.5,4.0,1,False,False,False,False,False,False,False,31.966666666666665,18,2024-03-26,8.765380604796663,3.1049250535331905,Queens,Flushing,Manhattan,Upper East Side,2024-03-26,1.0,4.1,False
807,2024-03-21 06:21:00,2024-03-21 06:28:40,11,7,5.02,17.25,1.0,1,False,False,False,False,False,False,False,7.666666666666667,6,2024-03-21,39.28695652173912,3.4362549800796818,Queens,Astoria,Brooklyn,Park Slope,2024-03-21,0.0,8.6,False
808,2024-03-13 16:56:00,2024-03-13 17:08:58,10,13,3.74,12.91,1.0,2,False,False,False,False,False,False,False,12.966666666666667,16,2024-03-13,17.30591259640103,3.4518716577540105,Brooklyn,Bed-Stuy,Queens,Long Island City,2024-03-13,0.7,7.3,False
809,2024-03-16 16:28:00,2024-03-16 17:02:10,9,2,3.71,12.18,1.0,1,False,False,False,False,False,False,False,34.166666666666664,16,2024-03-16,6.515121951219513,3.2830188679245285,Brooklyn,DUMBO,Manhattan,Harlem,2024-03-16,0.5,14.7,False
810,2024-03-03 08:47:00,2024-03-03 09:16:39,17,20,5.41,16.56,1.0,2,False,False,False,False,False,False,False,29.65,8,2024-03-03,10.947723440134908,3.060998151571164,Bronx,Riverdale,Staten Island,Tottenville,2024-03-03,1.4,7.4,True
811,2024-03-24 09:30:00,2024-03-24 09:35:51,8,2,5.04,16.73,1.0,2,False,False,False,False,False,False,False,5.85,9,2024-03-24,51.6923076923077,3.3194444444444446,Brooklyn,Bushwick,Manhattan,Harlem,2024-03-24,1.1,11.3,True
812,2024-03-08 20:04:00,2024-03-08 20:25:02,2,5,1.35,6.59,2.0,1,False,False,False,False,False,False,False,21.033333333333335,20,2024-03-08,3.851030110935024,4.881481481481481,Manhattan,Harlem,Manhattan,Upper East Side,2024-03-08,2.8,5.6,True
813,2024-03-22 10:04:00,2024-03-22 10:08:55,14,3,1.7,7.17,1.0,1,False,False,False,False,False,False,False,4.916666666666667,10,2024-03-22,20.745762711864405,4.2176470588235295,Queens,Jamaica,Manhattan,Chelsea,2024-03-22,0.0,8.6,False
814,2024-03-21 12:30:00,2024-03-21 13:02:11,19,1,1.53,7.79,2.0,1,False,False,False,False,False,False,False,32.18333333333333,12,2024-03-21,2.852408078715692,5.091503267973856,Staten Island,St. George,Manhattan,Midtown,2024-03-21,0.0,8.6,False
815,2024-03-10 19:26:00,2024-03-10 19:41:34,12,13,8.52,22.71,2.0,2,False,False,False,False,False,False,False,15.566666666666666,19,2024-03-10,32.83940042826553,2.665492957746479,Queens,Flushing,Queens,Long Island City,2024-03-10,0.0,3.9,False
816,2024-03-30 10:58:00,2024-03-30 11:10:18,15,5,2.44,9.9,1.0,1,False,False,False,False,False,False,False,12.3,10,2024-03-30,11.902439024390242,4.057377049180328,Queens,Forest Hills,Manhattan,Upper East Side,2024-03-30,1.9,18.9,True
817,2024-03-15 14:57:00,2024-03-15 15:00:05,2,9,1.61,7.24,1.0,1,False,False,False,False,False,False,False,3.0833333333333335,14,2024-03-15,31.329729729729728,4.496894409937888,Manhattan,Harlem,Brooklyn,DUMBO,2024-03-15,2.5,10.9,True
818,2024-03-03 17:37:00,2024-03-03 17:38:47,18,4,4.57,14.7,2.0,2,False,False,False,False,False,False,False,1.7833333333333334,17,2024-03-03,153.7570093457944,3.2166301969365425,Bronx,Mott Haven,Manhattan,SoHo,2024-03-03,1.4,7.4,True
819,2024-03-20 18:26:41,2024-03-20 18:11:00,3,20,2.33,10.39,1.0,1,True,False,False,False,True,False,False,-15.683333333333334,18,2024-03-20,-8.913921360255047,4.459227467811159,Manhattan,Chelsea,Staten Island,Tottenville,2024-03-20,1.4,11.9,True
820,2024-03-12 03:39:00,2024-03-12 04:10:43,4,7,6.2,19.04,1.0,3,False,False,False,False,False,False,False,31.716666666666665,3,2024-03-12,11.728849185496587,3.0709677419354837,Manhattan,SoHo,Brooklyn,Park Slope,2024-03-12,0.7,10.8,False
821,2024-03-04 13:13:00,2024-03-04 13:32:15,14,4,7.03,24.01,1.0,1,False,False,False,False,False,False,False,19.25,13,2024-03-04,21.911688311688312,3.415362731152205,Queens,Jamaica,Manhattan,SoHo,2024-03-04,3.4,18.0,True
822,2024-03-26 17:10:00,2024-03-26 17:40:07,7,9,3.45,13.99,1.0,1,False,False,False,False,False,False,False,30.116666666666667,17,2024-03-26,6.873270614277809,4.0550724637681155,Brooklyn,Park Slope,Brooklyn,DUMBO,2024-03-26,1.0,4.1,False
823,2024-03-16 14:22:00,2024-03-16 14:55:32,5,20,1.98,8.56,4.0,1,False,False,False,False,False,False,False,33.53333333333333,14,2024-03-16,3.542743538767396,4.3232323232323235,Manhattan,Upper East Side,Staten Island,Tottenville,2024-03-16,0.5,14.7,False
824,2024-03-22 04:51:00,2024-03-22 05:12:39,10,6,1.3,6.39,1.0,1,False,False,False,False,False,False,False,21.65,4,2024-03-22,3.602771362586606,4.915384615384615,Brooklyn,Bed-Stuy,Brooklyn,Williamsburg,2024-03-22,0.0,8.6,False
825,2024-03-05 21:24:00,2024-03-05 22:07:27,4,8,3.82,12.36,1.0,2,False,False,False,False,False,False,False,43.45,21,2024-03-05,5.275028768699654,3.235602094240838,Manhattan,SoHo,Brooklyn,Bushwick,2024-03-05,2.7,10.6,True
826,2024-03-23 14:23:00,2024-03-23 14:35:29,19,2,4.03,13.49,2.0,1,False,False,False,False,False,False,False,12.483333333333333,14,2024-03-23,19.369826435247,3.3473945409429278,Staten Island,St. George,Manhattan,Harlem,2024-03-23,1.2,5.9,True
827,2024-03-22 22:40:00,2024-03-22 22:47:03,1,4,0.63,4.81,1.0,1,False,False,False,False,False,False,False,7.05,22,2024-03-22,5.361702127659575,7.634920634920634,Manhattan,Midtown,Manhattan,SoHo,2024-03-22,0.0,8.6,False
828,2024-03-26 19:05:00,2024-03-26 19:09:11,15,11,5.17,15.6,2.0,1,False,False,False,False,False,False,False,4.183333333333334,19,2024-03-26,74.15139442231074,3.0174081237911023,Queens,Forest Hills,Queens,Astoria,2024-03-26,1.0,4.1,False
829,2024-03-07 16:09:00,2024-03-07 16:12:55,6,17,1.86,8.05,1.0,1,False,False,False,False,False,False,False,3.9166666666666665,16,2024-03-07,28.493617021276595,4.327956989247312,Brooklyn,Williamsburg,Bronx,Riverdale,2024-03-07,0.0,3.3,False
830,2024-03-22 06:53:00,2024-03-22 07:02:05,6,3,6.16,20.79,1.0,2,False,False,False,False,False,False,False,9.083333333333334,6,2024-03-22,40.68990825688073,3.375,Brooklyn,Williamsburg,Manhattan,Chelsea,2024-03-22,0.0,8.6,False
831,2024-03-13 04:52:00,2024-03-13 05:00:04,10,20,0.87,4.96,1.0,3,False,False,False,False,False,False,False,8.066666666666666,4,2024-03-13,6.471074380165289,5.7011494252873565,Brooklyn,Bed-Stuy,Staten Island,Tottenville,2024-03-13,0.7,7.3,False
832,2024-03-11 17:19:00,2024-03-11 17:45:30,12,10,0.27,3.74,1.0,2,False,False,False,False,False,False,False,26.5,17,2024-03-11,0.6113207547169812,13.851851851851851,Queens,Flushing,Brooklyn,Bed-Stuy,2024-03-11,1.8,11.3,True
833,2024-03-02 08:53:00,2024-03-02 09:22:45,15,6,1.37,6.81,4.0,1,False,False,False,False,False,False,False,29.75,8,2024-03-02,2.7630252100840336,4.970802919708029,Queens,Forest Hills,Brooklyn,Williamsburg,2024-03-02,0.7,3.3,False
